a,b,c,d,e,f,g,h,i,j,k,l
-0.25615,-1.136674,0.003472,-0.025784,0.011757,1.063663,-0.040735,0.022939,0.998907,0,2019/1/23 10:03,2019/1/23 10:03
-0.839459,-0.808737,0.058928,-0.011115,-0.012188,1.027147,-0.04041,0.022685,0.998926,0,2019/1/23 10:03,2019/1/23 10:03
-1.042272,-1.019748,0.017425,-0.0007,0.02515,1.039563,-0.040054,0.022357,0.998947,0,2019/1/23 10:03,2019/1/23 10:03
-1.525813,-1.024367,0.0226,0.002034,0.025125,1.006704,-0.039673,0.021875,0.998973,0,2019/1/23 10:03,2019/1/23 10:03
-1.689581,-0.701143,0.003932,-0.008289,0.022286,0.988241,-0.039413,0.021352,0.998995,0,2019/1/23 10:03,2019/1/23 10:03
-1.789122,0.232612,0.063566,-0.026811,0.030381,0.977653,-0.039411,0.020793,0.999007,0,2019/1/23 10:03,2019/1/23 10:03
-1.863246,1.008161,0.036457,-0.007735,0.031423,0.971022,-0.039669,0.020217,0.999008,0,2019/1/23 10:03,2019/1/23 10:03
-1.422421,0.500361,0.073147,0.020659,0.044304,0.997582,-0.039741,0.019779,0.999014,0,2019/1/23 10:03,2019/1/23 10:03
-1.115912,0.273,0.19505,-0.043249,0.00923,1.008365,-0.039774,0.019432,0.99902,0,2019/1/23 10:03,2019/1/23 10:03
-1.395285,1.365645,0.127021,-0.026574,-0.002078,0.994218,-0.040115,0.018993,0.999015,0,2019/1/23 10:03,2019/1/23 10:03
-1.335303,1.37435,0.046766,0.014169,0.024891,1.034098,-0.040483,0.018577,0.999008,0,2019/1/23 10:03,2019/1/23 10:03
-1.748745,1.156029,0.007822,-0.013288,-0.012117,1.000008,-0.040762,0.018026,0.999006,0,2019/1/23 10:03,2019/1/23 10:03
-2.231894,1.943079,-0.131549,-0.020477,0.010344,1.001336,-0.041303,0.017337,0.998996,0,2019/1/23 10:03,2019/1/23 10:03
-2.079159,1.410618,-0.096846,-0.028102,0.031667,0.994207,-0.041662,0.016679,0.998993,0,2019/1/23 10:03,2019/1/23 10:03
-1.99355,1.65429,-0.109697,-0.024971,0.013235,0.945726,-0.042116,0.016063,0.998984,0,2019/1/23 10:03,2019/1/23 10:03
-1.429659,1.151444,-0.12166,0.014672,0.030325,1.036659,-0.042389,0.015611,0.998979,0,2019/1/23 10:03,2019/1/23 10:03
-1.513811,0.457361,-0.009845,-0.014468,0.010524,1.023056,-0.042478,0.015141,0.998983,0,2019/1/23 10:03,2019/1/23 10:03
-1.897311,0.624091,0.032364,-0.027975,-0.003869,1.01404,-0.042594,0.014546,0.998987,0,2019/1/23 10:03,2019/1/23 10:03
-2.049176,0.51963,0.00575,-0.003992,0.003423,1.13036,-0.042702,0.013914,0.998991,0,2019/1/23 10:03,2019/1/23 10:03
-2.076123,0.667521,-0.016634,-0.00511,0.01232,1.000604,-0.042832,0.01326,0.998994,0,2019/1/23 10:03,2019/1/23 10:03
-1.662144,0.883892,-0.075876,-0.039181,0.014276,0.922732,-0.043051,0.012745,0.998992,0,2019/1/23 10:03,2019/1/23 10:03
-1.501669,0.022126,-0.026244,-0.01103,0.010985,1.053433,-0.042973,0.012277,0.999001,0,2019/1/23 10:03,2019/1/23 10:03
-1.325631,0.087831,0.070265,-0.022863,0.009594,0.988085,-0.04295,0.011865,0.999007,0,2019/1/23 10:03,2019/1/23 10:03
-1.106296,0.398271,0.111937,-0.006413,0.026973,0.952565,-0.042969,0.011536,0.99901,0,2019/1/23 10:03,2019/1/23 10:03
-0.871363,-0.28712,0.162279,-0.003325,0.006817,1.049743,-0.042831,0.011263,0.999019,0,2019/1/23 10:03,2019/1/23 10:03
-0.832993,0.343318,0.202221,-0.020473,-0.009534,0.990047,-0.042805,0.011041,0.999022,0,2019/1/23 10:03,2019/1/23 10:03
-0.929773,0.579451,0.147096,-0.030151,0.004394,0.968588,-0.04293,0.010749,0.99902,0,2019/1/23 10:03,2019/1/23 10:03
-1.224895,0.254175,0.186444,-0.030596,-0.007642,1.012718,-0.04291,0.010376,0.999025,0,2019/1/23 10:03,2019/1/23 10:03
-1.259953,0.757452,0.12475,-0.023861,-0.008453,0.970062,-0.043089,0.009984,0.999021,0,2019/1/23 10:03,2019/1/23 10:03
-1.326836,1.151047,-0.028618,-0.011873,0.005065,0.955307,-0.043355,0.009564,0.999014,0,2019/1/23 10:03,2019/1/23 10:03
-1.287729,1.046528,-0.048815,-0.011014,0.016047,1.03737,-0.043622,0.009161,0.999006,0,2019/1/23 10:03,2019/1/23 10:03
-1.177577,0.895446,-0.028136,-0.017869,0.007226,1.057247,-0.0438,0.008794,0.999002,0,2019/1/23 10:03,2019/1/23 10:03
-0.778622,0.625111,-0.032984,-0.020341,0.014768,1.008128,-0.043939,0.008545,0.998998,0,2019/1/23 10:03,2019/1/23 10:03
-0.372515,0.27448,-0.018603,-0.014159,0.002826,1.031791,-0.043686,0.008609,0.999008,0,2019/1/23 10:03,2019/1/23 10:03
-0.417573,-0.044051,-0.058804,-0.024289,-0.023438,1.017461,-0.043621,0.008467,0.999012,0,2019/1/23 10:03,2019/1/23 10:03
-0.652984,0.351253,-0.140213,-0.008808,-0.012427,1.011714,-0.043565,0.008304,0.999016,0,2019/1/23 10:03,2019/1/23 10:03
-0.545432,0.432918,-0.211848,-0.038225,-0.002943,0.967313,-0.043645,0.008121,0.999014,0,2019/1/23 10:03,2019/1/23 10:03
-0.293664,1.15191,-0.311706,-0.004697,-0.003372,0.969154,-0.043878,0.008029,0.999005,0,2019/1/23 10:03,2019/1/23 10:03
0.099742,0.953724,-0.354453,-0.013217,0.00202,0.972712,-0.044117,0.00804,0.998994,0,2019/1/23 10:03,2019/1/23 10:03
0.148404,0.997385,-0.325186,-0.034516,0.001731,0.961501,-0.044272,0.008101,0.998987,0,2019/1/23 10:03,2019/1/23 10:03
0.196689,1.01367,-0.243352,-0.021919,-0.005613,0.987665,-0.044528,0.008141,0.998975,0,2019/1/23 10:03,2019/1/23 10:03
0.259852,0.503879,-0.222966,-0.01065,0.008068,1.02455,-0.044259,0.0084,0.998985,0,2019/1/23 10:03,2019/1/23 10:03
0.223904,0.35329,-0.285683,-0.015317,0.002031,0.996323,-0.044315,0.008446,0.998982,0,2019/1/23 10:03,2019/1/23 10:03
0.161022,0.223751,-0.222122,-0.017868,-0.003979,0.997504,-0.043537,0.008905,0.999012,0,2019/1/23 10:03,2019/1/23 10:03
0.405,0.367769,-0.27335,-0.006938,0.006048,1.017913,-0.043598,0.009001,0.999009,0,2019/1/23 10:03,2019/1/23 10:03
0.345621,-0.070401,-0.180161,-0.021092,-0.009433,1.012746,-0.043253,0.009207,0.999022,0,2019/1/23 10:03,2019/1/23 10:03
0.099535,-0.258568,-0.142082,-0.00705,0.000299,0.992196,-0.043123,0.009211,0.999027,0,2019/1/23 10:03,2019/1/23 10:03
0.21334,-0.945711,-0.178323,-0.022458,0.021954,1.018703,-0.042743,0.009253,0.999043,0,2019/1/23 10:03,2019/1/23 10:03
0.122216,-0.903856,-0.154583,-0.027616,-0.006755,0.983347,-0.042417,0.009264,0.999057,0,2019/1/23 10:03,2019/1/23 10:03
0.472886,-0.841886,-0.201731,-0.017022,0.008747,1.00545,-0.042066,0.009386,0.999071,0,2019/1/23 10:03,2019/1/23 10:03
0.528105,-0.957349,-0.103759,0.000308,0.018201,0.994156,-0.041723,0.00952,0.999084,0,2019/1/23 10:03,2019/1/23 10:03
0.258387,-0.778065,-0.142907,-0.027793,-0.010357,0.992655,-0.04138,0.009581,0.999098,0,2019/1/23 10:03,2019/1/23 10:03
-0.138145,0.479041,-0.111299,-0.019024,0.005547,1.030751,-0.041473,0.009513,0.999094,0,2019/1/23 10:03,2019/1/23 10:03
-0.834049,0.871347,-0.237103,-0.016943,0.017058,0.994627,-0.041643,0.009236,0.99909,0,2019/1/23 10:03,2019/1/23 10:03
-1.275506,1.480096,-0.222457,-0.007452,0.005537,1.029251,-0.04204,0.008821,0.999077,0,2019/1/23 10:03,2019/1/23 10:03
-1.63906,1.386701,-0.220635,-0.010784,0.010726,1.046784,-0.042389,0.00829,0.999067,0,2019/1/23 10:03,2019/1/23 10:03
-1.689001,1.290926,-0.314742,-0.033497,0.030267,0.981357,-0.042728,0.007749,0.999057,0,2019/1/23 10:03,2019/1/23 10:03
-1.608769,1.108425,-0.278461,-0.018673,0.019803,1.00338,-0.042991,0.007227,0.999049,0,2019/1/23 10:03,2019/1/23 10:03
-1.446622,1.099451,-0.1518,-0.005414,0.00073,0.980072,-0.043271,0.006762,0.99904,0,2019/1/23 10:03,2019/1/23 10:03
-1.204294,0.719297,-0.250599,-0.001131,0.015668,0.959434,-0.043403,0.006368,0.999037,0,2019/1/23 10:03,2019/1/23 10:03
-0.844345,0.222831,-0.194704,-0.017169,0.011637,0.963787,-0.043418,0.006084,0.999038,0,2019/1/23 10:03,2019/1/23 10:03
-0.536159,-0.257797,-0.228149,-0.030289,-0.007251,0.962758,-0.043201,0.005912,0.999049,0,2019/1/23 10:03,2019/1/23 10:03
-0.172536,-0.058315,-0.252258,-0.024467,-0.002387,0.957842,-0.04313,0.005832,0.999052,0,2019/1/23 10:03,2019/1/23 10:03
0.107807,-0.141542,-0.270288,7.80E-05,0.000857,0.964976,-0.042768,0.005918,0.999067,0,2019/1/23 10:03,2019/1/23 10:03
0.18402,-0.178032,-0.310562,-0.002424,-0.003654,1.016523,-0.042661,0.005944,0.999072,0,2019/1/23 10:03,2019/1/23 10:03
0.003941,-0.574309,-0.156498,-0.012602,-0.009912,1.011062,-0.042343,0.005934,0.999085,0,2019/1/23 10:03,2019/1/23 10:03
-0.182868,-1.105004,-0.110331,-0.03685,0.011712,1.026999,-0.041954,0.005851,0.999102,0,2019/1/23 10:03,2019/1/23 10:03
-0.110485,-1.55107,-0.018983,-0.008204,0.016064,1.034396,-0.041405,0.005787,0.999126,0,2019/1/23 10:03,2019/1/23 10:03
-0.132301,-2.215367,0.018435,0.002298,0.002688,1.023142,-0.04068,0.005722,0.999156,0,2019/1/23 10:03,2019/1/23 10:03
-0.199637,-2.087886,0.056289,-0.015475,-0.014733,0.978709,-0.039975,0.005629,0.999185,0,2019/1/23 10:03,2019/1/23 10:03
-0.463001,-1.907973,0.078414,-0.021051,0.008232,0.986995,-0.039342,0.005464,0.999211,0,2019/1/23 10:03,2019/1/23 10:03
-0.698385,-1.48693,0.15791,-0.029366,-0.022024,0.950643,-0.038813,0.005222,0.999233,0,2019/1/23 10:03,2019/1/23 10:03
-0.461883,-0.510617,0.042392,-0.00739,0.003645,0.93629,-0.038604,0.005057,0.999242,0,2019/1/23 10:03,2019/1/23 10:03
-0.352132,-0.286248,0.023733,-0.029967,0.009754,0.936805,-0.038328,0.004949,0.999253,0,2019/1/23 10:03,2019/1/23 10:03
-0.343511,0.534233,-0.054872,-0.018421,-0.007767,0.935272,-0.038436,0.004818,0.999249,0,2019/1/23 10:03,2019/1/23 10:03
-0.136933,0.576958,-0.154974,-0.026945,-0.008395,0.960449,-0.038314,0.004798,0.999254,0,2019/1/23 10:03,2019/1/23 10:03
0.432941,0.655232,-0.175151,0.001517,0.016883,0.979998,-0.038458,0.004901,0.999248,0,2019/1/23 10:03,2019/1/23 10:03
1.147961,-0.107127,-0.05787,-0.016402,-0.007845,0.982512,-0.038316,0.005224,0.999252,0,2019/1/23 10:03,2019/1/23 10:03
1.026302,-0.454845,-0.068381,-0.040283,-0.043376,0.98463,-0.038124,0.005508,0.999258,0,2019/1/23 10:03,2019/1/23 10:03
0.805368,-0.438626,-0.183245,-0.023279,-0.016512,0.991383,-0.037869,0.005726,0.999266,0,2019/1/23 10:03,2019/1/23 10:03
0.529541,-1.253907,-0.278915,-0.004549,-0.00288,1.020184,-0.037434,0.005857,0.999282,0,2019/1/23 10:03,2019/1/23 10:03
0.500242,-1.354433,-0.436506,-0.017736,-0.026288,0.986147,-0.036942,0.005971,0.9993,0,2019/1/23 10:03,2019/1/23 10:03
0.45943,-0.643308,-0.420214,-0.022757,0.005017,0.976401,-0.036693,0.006079,0.999308,0,2019/1/23 10:03,2019/1/23 10:03
-0.015032,-0.416211,-0.539764,-0.016195,0.005089,0.981462,-0.036426,0.006046,0.999318,0,2019/1/23 10:03,2019/1/23 10:03
0.192927,-0.130791,-0.45305,-0.009473,0.002541,1.00286,-0.036332,0.006073,0.999321,0,2019/1/23 10:03,2019/1/23 10:03
0.213909,-0.393329,-0.368486,-0.005374,0.014243,0.994178,-0.036039,0.006116,0.999332,0,2019/1/23 10:03,2019/1/23 10:03
0.0671,-1.23484,-0.294548,-0.017615,0.013245,0.988495,-0.03561,0.006106,0.999347,0,2019/1/23 10:03,2019/1/23 10:03
-0.056593,-2.075063,-0.240524,-0.031321,-0.003898,0.987612,-0.034908,0.006052,0.999372,0,2019/1/23 10:03,2019/1/23 10:03
0.411218,-0.823494,-0.065314,-0.003551,-0.001141,0.998807,-0.034604,0.006149,0.999382,0,2019/1/23 10:03,2019/1/23 10:03
0.812475,-0.695748,-0.03739,0.005529,0.006105,0.985281,-0.034284,0.006366,0.999392,0,2019/1/23 10:03,2019/1/23 10:03
0.445896,-0.886516,0.000448,0.000916,-0.015513,0.96637,-0.03396,0.006474,0.999402,0,2019/1/23 10:03,2019/1/23 10:03
0.573692,0.004275,0.041911,-0.047106,-0.018995,0.942821,-0.033654,0.006642,0.999411,0,2019/1/23 10:03,2019/1/23 10:03
0.406803,0.496354,0.220493,-0.012394,0.005105,0.949802,-0.033749,0.00674,0.999408,0,2019/1/23 10:03,2019/1/23 10:03
0.359517,0.259025,0.248356,-0.001101,0.001817,0.97743,-0.033247,0.006873,0.999424,0,2019/1/23 10:03,2019/1/23 10:03
0.502282,0.394052,0.389016,0.001504,0.001127,1.024852,-0.03331,0.007,0.999421,0,2019/1/23 10:03,2019/1/23 10:03
0.477285,0.065611,0.563714,-0.019413,-0.008324,1.043397,-0.033145,0.007126,0.999425,0,2019/1/23 10:03,2019/1/23 10:03
-0.088375,0.663894,0.754686,-0.003837,-0.032731,1.040693,-0.033289,0.007078,0.999421,0,2019/1/23 10:03,2019/1/23 10:03
-0.45301,0.160587,0.842924,0.006903,-0.027729,1.094948,-0.03322,0.006916,0.999424,0,2019/1/23 10:03,2019/1/23 10:03
-0.965221,0.183448,1.006696,-0.026208,-0.014023,1.010528,-0.033218,0.006604,0.999426,0,2019/1/23 10:03,2019/1/23 10:03
-2.047166,0.57404,1.144858,-0.036982,-0.046139,0.949844,-0.03332,0.005959,0.999427,0,2019/1/23 10:03,2019/1/23 10:03
-2.2483,1.467784,1.051519,0.000944,0.005634,0.97526,-0.033708,0.005259,0.999418,0,2019/1/23 10:03,2019/1/23 10:03
-2.148447,0.691499,1.103637,0.013445,0.004643,1.028312,-0.033846,0.004583,0.999417,0,2019/1/23 10:03,2019/1/23 10:03
-1.642008,0.781001,1.245408,-0.021453,-0.014191,1.004426,-0.034025,0.004068,0.999413,0,2019/1/23 10:03,2019/1/23 10:03
-1.17483,0.875678,1.397037,-0.030585,-0.039557,0.939117,-0.034214,0.00369,0.999408,0,2019/1/23 10:03,2019/1/23 10:03
-0.8562,0.539471,1.412889,0.003381,-0.030869,1.008477,-0.03432,0.003416,0.999405,0,2019/1/23 10:03,2019/1/23 10:03
-0.729977,-0.545259,1.674196,-0.005897,-0.045023,0.980057,-0.034076,0.003175,0.999414,0,2019/1/23 10:03,2019/1/23 10:03
-0.738185,-0.632283,1.589,-0.036629,-0.058433,0.931353,-0.033827,0.002939,0.999423,0,2019/1/23 10:03,2019/1/23 10:03
-0.245915,-0.225772,1.540168,-0.024416,-0.034217,0.987476,-0.033672,0.002842,0.999429,0,2019/1/23 10:03,2019/1/23 10:03
-0.09031,-0.290449,1.43442,0.004973,-0.036347,0.974024,-0.033527,0.0028,0.999434,0,2019/1/23 10:03,2019/1/23 10:03
-0.137084,-0.917958,1.465293,-0.015006,-0.037805,1.024245,-0.033167,0.002735,0.999446,0,2019/1/23 10:03,2019/1/23 10:03
-0.432062,-0.984637,1.423644,-0.037235,-0.042372,1.037679,-0.032811,0.002589,0.999458,0,2019/1/23 10:03,2019/1/23 10:03
-0.770899,-0.890334,1.449718,-0.012898,-0.032045,1.036618,-0.032463,0.002331,0.99947,0,2019/1/23 10:03,2019/1/23 10:03
-1.242636,-1.334291,1.476239,-0.002121,-0.028794,1.027619,-0.032,0.001939,0.999486,0,2019/1/23 10:03,2019/1/23 10:03
-1.840247,-1.602653,1.499986,-0.009393,-0.032367,1.011712,-0.031445,0.001358,0.999505,0,2019/1/23 10:03,2019/1/23 10:03
-2.324453,-1.174323,1.577516,-0.03238,-0.020135,1.002937,-0.031032,0.000639,0.999518,0,2019/1/23 10:03,2019/1/23 10:03
-2.403687,-1.150096,1.595408,-0.007518,-0.014752,0.98571,-0.030615,-0.000112,0.999531,0,2019/1/23 10:03,2019/1/23 10:03
-2.0003,-1.021576,1.541601,-0.014551,-0.024954,0.95619,-0.030249,-0.000734,0.999542,0,2019/1/23 10:03,2019/1/23 10:03
-1.570835,-0.690502,1.546426,0.0131,-0.031341,0.934847,-0.029966,-0.001235,0.99955,0,2019/1/23 10:03,2019/1/23 10:03
-1.226798,-0.715401,1.574305,-0.011298,-0.034871,0.92035,-0.029693,-0.001622,0.999558,0,2019/1/23 10:03,2019/1/23 10:03
-1.202409,-0.457287,1.653032,0.01445,-0.053651,0.895441,-0.029479,-0.002012,0.999563,0,2019/1/23 10:03,2019/1/23 10:03
-0.412034,-0.267129,1.618162,0.020541,-0.035849,0.91508,-0.029342,-0.002151,0.999567,0,2019/1/23 10:03,2019/1/23 10:03
0.258369,-0.950969,1.614089,0.027256,-0.014933,0.94921,-0.028974,-0.0021,0.999578,0,2019/1/23 10:03,2019/1/23 10:03
0.53047,-0.963246,1.617773,0.01319,-0.062598,0.929752,-0.028625,-0.001953,0.999588,0,2019/1/23 10:03,2019/1/23 10:03
0.590418,-1.141153,1.641506,0.044145,-0.053518,0.990595,-0.028201,-0.001801,0.999601,0,2019/1/23 10:03,2019/1/23 10:03
0.542793,-2.549413,1.574613,0.075487,-0.027861,1.009895,-0.027371,-0.001652,0.999624,0,2019/1/23 10:03,2019/1/23 10:03
0.396452,-2.754043,1.513229,0.02624,-0.063358,0.948003,-0.026467,-0.001558,0.999649,0,2019/1/23 10:03,2019/1/23 10:03
-0.047741,-2.137824,1.506271,0.015181,-0.051112,0.997626,-0.025762,-0.001589,0.999667,0,2019/1/23 10:03,2019/1/23 10:03
-0.201192,-1.64246,1.379732,-0.012941,-0.03506,1.014079,-0.025186,-0.001681,0.999681,0,2019/1/23 10:03,2019/1/23 10:03
-0.407714,-1.292005,1.25503,-0.032078,-0.036798,0.96494,-0.024737,-0.001824,0.999692,0,2019/1/23 10:03,2019/1/23 10:03
-0.499542,-1.319502,1.258493,-0.017429,-0.017094,0.995347,-0.024255,-0.00201,0.999704,0,2019/1/23 10:03,2019/1/23 10:03
-0.689518,-1.477488,1.270558,0.036151,-0.027764,1.017696,-0.02375,-0.002239,0.999715,0,2019/1/23 10:03,2019/1/23 10:03
-0.839511,-2.638379,1.375483,0.013288,-0.027143,0.990429,-0.02288,-0.002523,0.999735,0,2019/1/23 10:03,2019/1/23 10:03
-0.909905,-2.369803,1.228399,-0.031107,-0.044864,0.924301,-0.022104,-0.002819,0.999752,0,2019/1/23 10:03,2019/1/23 10:03
-0.581071,-2.028964,1.141125,-0.044134,-0.016245,0.96621,-0.021414,-0.003029,0.999766,0,2019/1/23 10:03,2019/1/23 10:03
-0.18,-1.805892,1.046289,-0.030191,-0.053146,0.924858,-0.020809,-0.003106,0.999779,0,2019/1/23 10:03,2019/1/23 10:03
-0.176968,-1.845516,0.948255,-0.00802,-0.052048,0.933521,-0.02017,-0.003198,0.999791,0,2019/1/23 10:03,2019/1/23 10:03
-0.395032,-2.036129,0.911567,-0.013713,-0.035133,0.987172,-0.019494,-0.003341,0.999804,0,2019/1/23 10:03,2019/1/23 10:03
-0.068063,-0.842527,0.87124,-0.031577,-0.040156,0.968007,-0.019128,-0.003416,0.999811,0,2019/1/23 10:03,2019/1/23 10:03
0.411522,0.647855,0.867945,-0.008128,-0.030616,0.975148,-0.019267,-0.003315,0.999809,0,2019/1/23 10:03,2019/1/23 10:03
1.028271,1.700594,0.945787,0.005097,-0.009861,1.014723,-0.019699,-0.003044,0.999801,0,2019/1/23 10:03,2019/1/23 10:03
1.138018,1.511234,0.901497,-0.004738,-0.045073,1.044417,-0.020099,-0.002723,0.999794,0,2019/1/23 10:03,2019/1/23 10:03
1.199158,1.340378,0.906415,-0.034626,-0.030021,1.093247,-0.020416,-0.002404,0.999789,0,2019/1/23 10:03,2019/1/23 10:03
1.730081,1.918488,0.889921,-0.022447,-0.029414,1.024359,-0.020939,-0.001902,0.999779,0,2019/1/23 10:03,2019/1/23 10:03
1.187806,1.519508,0.886277,-0.032973,-0.046454,1.025522,-0.021314,-0.001586,0.999772,0,2019/1/23 10:03,2019/1/23 10:03
-0.055047,1.66446,0.890532,0.000394,-0.047989,1.010678,-0.02176,-0.001626,0.999762,0,2019/1/23 10:03,2019/1/23 10:03
-0.577851,1.736228,0.811826,-0.022235,-0.014041,0.971632,-0.022198,-0.001847,0.999752,0,2019/1/23 10:03,2019/1/23 10:03
-0.199719,3.268013,0.751914,-0.015002,0.015486,0.903885,-0.02313,-0.001932,0.999731,0,2019/1/23 10:03,2019/1/23 10:03
0.464661,3.123899,0.760832,-0.020072,-0.007102,0.883953,-0.024007,-0.001827,0.99971,0,2019/1/23 10:03,2019/1/23 10:03
0.785266,2.778176,0.833867,-0.013802,-0.009832,0.972383,-0.02479,-0.001612,0.999691,0,2019/1/23 10:03,2019/1/23 10:03
0.936905,2.728774,0.871449,-0.030578,-0.028786,0.946402,-0.025545,-0.001364,0.999673,0,2019/1/23 10:03,2019/1/23 10:03
0.990989,2.421537,0.849098,0.002457,-0.029576,1.04065,-0.02622,-0.001086,0.999656,0,2019/1/23 10:03,2019/1/23 10:03
1.23674,1.124175,0.710799,-0.003829,-0.032785,1.086909,-0.026461,-0.000763,0.99965,0,2019/1/23 10:03,2019/1/23 10:03
1.365024,-0.239203,0.590623,-0.030824,-0.023664,1.170386,-0.026328,-0.000374,0.999653,0,2019/1/23 10:03,2019/1/23 10:03
0.809374,-0.95236,0.543065,-0.022345,-0.051883,1.12342,-0.02593,-0.000188,0.999664,0,2019/1/23 10:03,2019/1/23 10:03
0.537113,-1.561691,0.294894,-0.01377,-0.03206,1.088488,-0.025395,-5.30E-05,0.999677,0,2019/1/23 10:03,2019/1/23 10:03
0.670183,-2.01371,0.06209,-0.000978,-0.001564,1.028623,-0.024704,0.000104,0.999695,0,2019/1/23 10:03,2019/1/23 10:03
0.434882,-2.702705,0.174266,-0.031509,-0.011961,1.030841,-0.023823,0.000207,0.999716,0,2019/1/23 10:03,2019/1/23 10:03
0.082416,-0.666271,0.102498,-0.034614,-0.036195,0.900831,-0.023429,0.000116,0.999726,0,2019/1/23 10:03,2019/1/23 10:03
0.115484,-0.414397,0.284072,0.00931,0.017641,0.932372,-0.023242,0.000122,0.99973,0,2019/1/23 10:03,2019/1/23 10:03
0.17739,0.141644,0.33103,0.014649,-0.004364,0.917255,-0.022271,-0.000433,0.999752,0,2019/1/23 10:03,2019/1/23 10:03
0.245778,-0.05107,0.370161,-0.030538,-0.016938,0.960307,-0.022196,-0.000386,0.999754,0,2019/1/23 10:03,2019/1/23 10:03
0.470678,0.763288,0.376348,-0.042354,-0.020891,0.938098,-0.022221,-0.000368,0.999753,0,2019/1/23 10:03,2019/1/23 10:03
0.553625,1.24228,0.478066,-0.009777,-0.016154,0.913301,-0.022538,-0.000227,0.999746,0,2019/1/23 10:03,2019/1/23 10:03
0.441463,0.13076,0.449628,-0.002152,-0.025862,0.9604,-0.022238,-0.000303,0.999753,0,2019/1/23 10:03,2019/1/23 10:03
0.631899,0.331204,0.372748,-0.016193,-0.003543,0.980438,-0.022279,-0.000139,0.999752,0,2019/1/23 10:03,2019/1/23 10:03
0.74693,0.153144,0.410077,-0.015051,-0.006288,1.03153,-0.022122,-3.60E-05,0.999755,0,2019/1/23 10:03,2019/1/23 10:03
1.074054,-0.149727,0.508063,-0.005333,-0.007076,1.047785,-0.022017,0.000263,0.999758,0,2019/1/23 10:03,2019/1/23 10:03
0.910278,-0.519244,0.430735,-0.000871,-0.012038,1.076267,-0.021739,0.000469,0.999764,0,2019/1/23 10:03,2019/1/23 10:03
0.223903,-1.31278,0.488182,-0.004937,-0.028513,1.081724,-0.021281,0.000509,0.999773,0,2019/1/23 10:03,2019/1/23 10:03
-0.161252,-1.455397,0.543118,-0.011095,-0.017842,1.029021,-0.020752,0.000411,0.999785,0,2019/1/23 10:03,2019/1/23 10:03
-0.529697,-2.158303,0.443077,-0.015038,-0.013525,1.076005,-0.020038,0.000223,0.999799,0,2019/1/23 10:03,2019/1/23 10:03
-0.399873,-1.138714,0.374324,-0.018009,-0.011917,0.943485,-0.019595,4.40E-05,0.999808,0,2019/1/23 10:03,2019/1/23 10:03
0.0342,-1.24999,0.226436,-0.021829,-3.40E-05,0.903295,-0.019155,2.50E-05,0.999817,0,2019/1/23 10:03,2019/1/23 10:03
0.156923,-0.578991,0.192416,-0.01778,-0.007007,0.874431,-0.018797,-4.30E-05,0.999823,0,2019/1/23 10:03,2019/1/23 10:03
0.814255,-0.44711,0.214503,-0.021186,-0.006888,0.881149,-0.018601,0.000175,0.999827,0,2019/1/23 10:03,2019/1/23 10:03
1.402112,-0.384841,0.18898,-0.018962,0.003206,0.917944,-0.018385,0.00054,0.999831,0,2019/1/23 10:03,2019/1/23 10:03
1.725278,-0.404922,0.214287,-0.008974,-0.012365,0.89844,-0.018201,0.001034,0.999834,0,2019/1/23 10:03,2019/1/23 10:03
2.526623,0.402067,0.22986,-0.026207,-0.021452,0.921299,-0.018249,0.001757,0.999832,0,2019/1/23 10:03,2019/1/23 10:03
2.405251,-0.064773,0.085395,-0.003269,-0.030482,1.008154,-0.018169,0.002456,0.999832,0,2019/1/23 10:03,2019/1/23 10:03
2.19584,-0.457728,0.100424,-0.006797,-0.019711,1.061927,-0.017952,0.003076,0.999834,0,2019/1/23 10:03,2019/1/23 10:03
1.9521,-0.664471,-0.085407,-0.003475,-0.027265,1.058362,-0.01769,0.003637,0.999837,0,2019/1/23 10:03,2019/1/23 10:03
1.701945,-1.305466,-0.173144,-0.019482,-0.007924,1.060646,-0.017216,0.004105,0.999843,0,2019/1/23 10:03,2019/1/23 10:03
1.511429,-1.133263,-0.237607,-0.022655,-0.021175,1.016109,-0.016811,0.004531,0.999848,0,2019/1/23 10:03,2019/1/23 10:03
1.583107,-1.227643,-0.36453,0.012223,0.008461,1.037675,-0.016359,0.00496,0.999854,0,2019/1/23 10:03,2019/1/23 10:03
1.450589,-1.911243,-0.199031,-0.008922,-0.011245,0.996884,-0.015719,0.005368,0.999862,0,2019/1/23 10:03,2019/1/23 10:03
1.385337,-1.873503,-0.261528,-0.01277,0.001154,0.996842,-0.015075,0.005742,0.99987,0,2019/1/23 10:03,2019/1/23 10:03
1.70256,-1.762657,-0.131297,-0.018912,0.004387,0.898451,-0.01448,0.006226,0.999876,0,2019/1/23 10:03,2019/1/23 10:03
1.469627,-1.014346,-0.07802,-0.006261,-0.007205,0.933212,-0.014086,0.006618,0.999879,0,2019/1/23 10:03,2019/1/23 10:03
1.304583,-0.219856,-0.111179,0.006936,0.000927,0.93386,-0.013958,0.006982,0.999878,0,2019/1/23 10:03,2019/1/23 10:03
1.126056,0.362814,-0.199653,-0.026443,-0.012492,0.963493,-0.013932,0.007232,0.999877,0,2019/1/23 10:03,2019/1/23 10:03
